汉字,漢越語,IPA
鼕,Đông,doŋ1
鼧,Đà,da:2
鼪,Sinh,ʂiɲ1
鼫,Thạch,t'a:ʧ8
鼬,Dứu,zɯw5
齁,Hầu,hɤw2
齌,Tễ,te4
齕,Hột,hot8
勷,Nhương,ɲɯɤŋ1
勸,Khuyến,xwien5
厴,Áp,a:p7
嚥,Yến,ien5
嚨,Lung,luŋ1
嚬,Tần,tɤn2
嚴,Nghiêm,ŋiem1
壚,Lư,lɯ1
壜,Đàm,da:m2
壞,Hoại,hwa:j6
壟,Lũng,luŋ4
嬾,Lãn,la:n4
嬿,Yến,ien5
孼,Nghiệt,ŋiet8
孽,Nghiệt,ŋiet8
寵,Sủng,ʂuŋ3
幰,Hiển,hien3
廬,Lư,lɯ1
懲,Trừng,tʂɯŋ2
懶,Lãn,la:n4
懷,Hoài,hwa:j2
攀,Phan,fa:n1
攈,Quấn,kwɤn5
攏,Long,lɔŋ1
旜,Chiên,tʂien1
旝,Quái,kwa:j5
旟,Dư,zɯ1
曝,Bộc,bok8
櫌,Ưu,ɯw1
櫍,Chất,tʂɤt7
櫓,Lỗ,lo4
櫜,Cao,ka:w1
櫝,Độc,dok8
櫞,Duyên,zwien1
櫟,Lịch,liʧ8
櫫,Trư,tʂɯ1
歠,Xuyết,swiet7
瀘,Lô,lo1
瀚,Hãn,ha:n4
瀛,Doanh,zwa:ɲ1
瀜,Dung,zuŋ1
瀝,Lịch,liʧ8
瀣,Dới,zɤ:j5
瀧,Lang,la:ŋ1
瀨,Lại,la:j6
爆,Bạo,ba:w6
爆,Bộc,bok8
爍,Thước,t'ɯɤk7
牘,Độc,dok8
犢,Độc,dok8
獸,Thú,t'u5
獺,Thát,t'a:t7
璽,Tỉ,ti3
瓈,Lê,le1
瓣,Biện,bien6
疆,Cương,kɯɤŋ1
疇,Trù,tʂu2
癟,Biết,biet7
癡,Si,ʂi1
癢,Dưỡng,zɯɤŋ4
癣,Tiển,tien3
矉,Tần,tɤn2
礙,Ngại,ŋa:j6
礦,Khoáng,xwa:ŋ5
礪,Lệ,le6
穨,Đồi,doj2
穩,Ổn,on3
簫,Tiêu,tiew1
簷,Diêm,ziem1
簸,Bá,ba:5
簹,Đương,dɯɤŋ1
簾,Liêm,liem1
簿,Bộ,bo6
簿,Bạc,ba:k8
籀,Trứu,tʂɯw5
籁,Lại,la:j6
繡,Tú,tu5
繩,Thằng,t'aŋ2
繪,Hội,hoj6
繫,Hệ,he6
繮,Cương,kɯɤŋ1
繯,Hoán,hwa:n5
繳,Kiểu,kiew3
繳,Chước,tʂɯɤk7
繹,Dịch,ziʧ8
繾,Khiển,xien3
罋,Úng,uŋ5
羅,La,la:1
羆,Bi,bi1
羶,Thiên,t'ien1
羸,Luy,lwi1
羹,Canh,ka:ɲ1
翽,Hối,hoj5
翾,Huyên,hwien1
臕,Phiêu,fiew1
臘,Lạp,la:p8
舚,Thiêm,t'iem1
艣,Lỗ,lo4
艤,Nghĩ,ŋi4
艨,Mông,moŋ1
艶,Diễm,ziem4
藶,Lịch,liʧ8
藹,Ái,a:j5
藺,Lận,lɤn6
藻,Tảo,ta:w3
藿,Hoắc,hwak7
蘀,Thác,t'a:k7
蘂,Nhị,ɲi6
蘄,Kì,ki2
蘅,Hành,ha:ɲ2
蘆,Lô,lo1
蘇,Tô,to1
蘊,Uẩn,wɤn3
蘋,Tần,tɤn2
蘧,Cừ,kɯ2
蟶,Sanh,ʂa:ɲ1
蟹,Giải,ʑa:j3
蟺,Thiện,t'ien6
蟻,Nghĩ,ŋi4
蟾,Thiềm,t'iem2
蠃,Loa,lwa:1
蠃,Lỏa,lwa:3
蠅,Dăng,zaŋ1
蠉,Huyên,hwien1
蠊,Liêm,liem1
蠋,Trục,tʂuk8
蠍,Hiết,hiet7
蠓,Mông,moŋ1
蠖,Hoạch,hwa:ʧ8
襞,Bích,biʧ7
襤,Lam,la:m1
襦,Nhu,ɲu1
襪,Vạt,vɤt8
覈,Hạch,ha:ʧ8
觶,Chí,tʂi5
譆,Hi,hi1
譈,Đỗi,doj4
證,Chứng,tʂɯŋ5
譊,Nao,na:w1
譎,Quyệt,kwiet8
譏,Ki,ki1
譔,Soạn,ʂwa:n6
譖,Trấm,tʂɤm5
識,Chí,tʂi5
識,Thức,t'ɯk7
譙,Tiều,tiew2
譚,Đàm,da:m2
譜,Phổ,fo3
警,Cảnh,ka:ɲ3
豷,Ế,e5
贈,Tặng,taŋ6
贉,Đảm,da:m3
贊,Tán,ta:n5
贋,Nhạn,ɲa:n6
蹬,Đặng,daŋ6
蹭,Thặng,t'aŋ6
蹯,Phiền,fien2
蹲,Tồn,ton2
蹴,Xúc,suk7
蹶,Quệ,kwe6
蹶,Quyết,kwiet7
蹺,Khiêu,xiew1
蹻,Khiêu,xiew1
蹻,Kiểu,kiew3
蹻,Cược,kɯɤk8
蹼,Bốc,bok7
轍,Triệt,tʂiet8
轎,Kiệu,kiew6
轔,Lân,lɤn1
辭,Từ,tɯ2
醭,Phốc,fok7
醮,Tiếu,tiew5
醮,Tiếu,tiew5
醯,Ê,e1
醰,Đàm,da:m2
醱,Phát,fa:t7
鏃,Thốc,t'ot7
鏇,Tuyền,twien2
鏐,Lưu,lɯw1
鏑,Đích,diʧ7
鏖,Ao,a:w1
鏗,Khanh,xa:ɲ1
鏘,Thương,t'ɯɤŋ1
鏜,Thang,t'a:ŋ1
鏝,Man,ma:n1
鏞,Dong,zɔŋ1
鏟,Sạn,ʂa:n6
鏡,Kính,kiɲ5
鏢,Tiêu,tiew1
鏤,Lũ,lu4
鏨,Tạm,ta:m6
鐄,Hoành,hwa:ɲ2
闚,Khuy,xwi1
關,Quan,kwa:n1
闞,Hám,ha:m5
闞,Giảm,ʑa:m3
難,Nan,na:n1
難,Nạn,na:n6
霪,Dâm,zɤm1
靡,Mĩ,mi4
鞳,Tháp,t'a:p7
鞴,Bị,bi6
鞵,Hài,ha:j2
鞶,Bàn,ba:n2
鞹,Khoác,xwa:k7
鞾,Ngoa,ŋwa:1
韛,Bị,bi6
韜,Thao,t'a:w1
韝,Câu,kɤw1
韠,Tất,tɤt7
韡,Vĩ,vi4
韻,Vận,vɤn6
顗,Nghĩ,ŋi4
願,Nguyện,ŋwien6
顙,Tảng,ta:ŋ3
顛,Điên,dien1
類,Loại,lwa:j6
颻,Diêu,ziew1
饅,Man,ma:n1
饉,Cận,kɤn6
騖,Vụ,vu6
騙,Phiến,fien5
騣,Tông,toŋ1
騩,Quỷ,kwi3
騭,Chất,tʂɤt7
騰,Đằng,daŋ2
騷,Tao,ta:w1
鬉,Tông,toŋ1
鬋,Tiên,tien1
鬌,Đỏa,dwa:3
魑,Si,ʂi1
鯖,Chinh,tʂiɲ1
鯖,Thinh,t'iɲ1
鯗,Tưởng,tɯɤŋ3
鯛,Điêu,diew1
鯠,Lai,la:j1
鯢,Nghê,ŋe1
鯤,Côn,kon1
鯧,Xương,sɯɤŋ1
鯨,Kình,kiɲ2
鯪,Lăng,laŋ1
鯫,Tưu,tɯw1
鯫,Tẩu,tɤw3
鵡,Vũ,vu4
鵩,Phục,fuk8
鵪,Am,a:m1
鵬,Bằng,baŋ2
鵰,Điêu,diew1
鵲,Thước,t'ɯɤk7
鵶,Nha,ɲa:1
鵷,Uyên,wien1
鵻,Giai,ʑa:j1
鵾,Côn,kon1
鶉,Thuần,t'wɤn2
鶊,Canh,ka:ɲ1
鹹,Hàm,ha:m2
麑,Nghê,ŋe1
麒,Kì,ki2
麓,Lộc,lok8
麕,Quân,kwɤn1
麗,Lệ,le6
麗,Li,li1
麴,Khúc,xuk7
黼,Phủ,fu3
鼃,Oa,wa:1
鼗,Đào,da:w2
鼮,Đình,diɲ2
齗,Ngân,ŋɤn1
齘,Giới,ʑɤ:j5
龐,Bàng,ba:ŋ2
嚱,Hi,hi1
嚲,Đả,da:3
嚳,Khốc,xok7
嚶,Anh,a:ɲ1
嚼,Tước,tɯɤk7
壤,Nhưỡng,ɲɯɤŋ4
孀,Sương,ʂɯɤŋ1
孃,Nương,nɯɤŋ1
寶,Bảo,ba:w3
巇,Hi,hi1
巉,Sàm,ʂa:m2
巍,Nguy,ŋwi1
懸,Huyền,hwien2
懺,Sám,ʂa:m5
懽,Hoàn,hwa:n2
攔,Lan,la:n1
攖,Anh,a:ɲ1
攘,Nhương,ɲɯɤŋ1
攙,Sam,ʂa:m1
斆,Hiệu,hiew6
曦,Hi,hi1
曨,Lông,loŋ1
朧,Lông,loŋ1
櫨,Lô,lo1
櫪,Lịch,liʧ8
櫬,Sấn,ʂɤn5
櫱,Nghiệt,ŋiet8
櫳,Long,lɔŋ1
櫸,Cử,kɯ3
瀰,Di,zi1
瀲,Liễm,liem4
瀹,Thược,t'ɯɤk8
瀼,Nhương,ɲɯɤŋ1
瀾,Lan,la:n1
灌,Quán,kwa:n5
爐,Lô,lo1
犧,Hi,hi1
獻,Hiến,hien5
獼,Mi,mi1
獾,Hoan,hwa:n1
瓏,Lung,luŋ1
甗,Nghiễn,ŋien4
癥,Trưng,tʂɯŋ1
矍,Quắc,kwak7
礧,Lôi,loj1
礫,Lịch,liʧ8
礬,Phàn,fa:n2
竇,Đậu,dɤw6
競,Cạnh,ka:ɲ6
籃,Lam,la:m1
籌,Trù,tʂu2
籍,Tịch,tiʧ8
糯,Nọa,nwa:6
糲,Lệ,le6
繻,Nhu,ɲu1
繼,Kế,ke5
繽,Tân,tɤn1
纁,Huân,hwɤn1
纂,Toản,twa:n3
纊,Khoáng,xwa:ŋ5
罌,Anh,a:ɲ1
翿,Đạo,da:w6
耀,Diệu,ziew6
臚,Lư,lɯ1
臛,Hoắc,hwak7
艦,Hạm,ha:m6
蘖,Nghiệt,ŋiet8
蘘,Nhương,ɲɯɤŋ1
蘚,Tiển,tien3
蘞,Liêm,liem1
蘞,Liễm,liem4
蘩,Phiền,fien2
蘭,Lan,la:n1
蠐,Tề,te2
蠑,Vinh,viɲ1
蠔,Hào,ha:w2
蠕,Nhu,ɲu1
蠙,Tân,tɤn1
蠛,Miệt,miet8
蠣,Lệ,le6
衊,Miệt,miet8
襫,Thích,t'iʧ7
襬,Bi,bi1
襭,Hiệt,hiet8
襮,Bộc,bok8
覺,Giác,ʑa:k7
覺,Giáo,ʑa:w5
觸,Xúc,suk7
譍,Ứng,ɯŋ5
譟,Táo,ta:w5
譫,Chiêm,tʂiem1
譬,Thí,t'i5
譭,Hủy,hwi3
譯,Dịch,ziʧ8
議,Nghị,ŋi6
譱,Thiện,t'ien6
譴,Khiển,xien3
護,Hộ,ho6
譽,Dự,zɯ6
賸,Thặng,t'aŋ6
贍,Thiệm,t'iem6
躁,Táo,ta:w5
躃,Tích,tiʧ7
躄,Tích,tiʧ7
躅,Trục,tʂuk8
轖,Sắc,ʂak7
轗,Khảm,xa:m3
轘,Hoàn,hwa:n2
辮,Biện,bien6
酆,Phong,fɔŋ1
醲,Nùng,nuŋ2
醴,Lễ,le4
醵,Cự,kɯ6
釋,Thích,t'iʧ7
鏹,Cưỡng,kɯɤŋ4
鐃,Nao,na:w1
鐋,Thảng,t'a:ŋ3
鐍,Quyết,kwiet7
鐎,Tiêu,tiew1
鐏,Tỗn,ton4
鐐,Liêu,liew1
鐓,Đối,doj5
鐘,Chung,tʂuŋ1
鐙,Đặng,daŋ6
鐧,Giản,ʑa:n3
鐫,Tuyên,twien1
闠,Hội,hoj6
闡,Xiển,sien3
闢,Tịch,tiʧ8
闤,Hoàn,hwa:n2
闥,Thát,t'a:t7
霰,Tản,ta:n3
霱,Duật,zuɤt8
韽,Am,a:m1
響,Hưởng,hɯɤŋ3
顢,Man,ma:n1
顣,Túc,tuk7
飂,Liêu,liew1
飄,Phiêu,fiew1
饊,Tản,ta:n3
饋,Quỹ,kwi4
饌,Soạn,ʂwa:n6
饎,Sí,ʂi5
饐,Ý,i5
饑,Ki,ki1
饒,Nhiêu,ɲiew1
饗,Hưởng,hɯɤŋ3
馨,Hinh,hiɲ1
騫,Khiên,xien1
騮,Lưu,lɯw1
騶,Sô,ʂo1
驀,Mạch,ma:ʧ8
驁,Ngao,ŋa:w1
驁,Ngạo,ŋa:w6
驊,Hoa,hwa:1
髏,Lâu,lɤw1
鬐,Kì,ki2
鬒,Chẩn,tʂɤn3
魔,Ma,ma:1
鯶,Hỗn,hon4
鯿,Biên,bien1
鰂,Tặc,tak8
鰈,Điệp,diep8
鰉,Hoàng,hwan:ŋ2
鰋,Yển,ien3
鰌,Thu,t'u1
鰍,Thu,t'u1
鰐,Ngạc,ŋa:k8
鰒,Phục,fuk8
鰓,Tai,ta:j1
鰕,Hà,ha:2
鶒,Xích,siʧ7
鶘,Hồ,ho2
鶚,Ngạc,ŋa:k8
鶡,Hạt,ha:t8
鶩,Vụ,vu6
鶻,Cốt,kot7
鶻,Hoạt,hwa:t8
鷀,Từ,tɯ2
鹺,Ta,ta:1
麵,Miến,mien5
黥,Kình,kiɲ2
黦,Uất,wɤt7
黧,Lê,le1
黨,Đảng,da:ŋ3
鼯,Ngô,ŋo1
齚,Trách,tʂa:ʧ7
齟,Trở,tʂɤ:3
齡,Linh,liɲ1
儷,Lệ,le6
儺,Na,na:1
儼,Nghiễm,ŋiem4
劘,Mi,mi1
囀,Chuyển,tʂwien3
囁,Chiếp,tʂiep7
囂,Hiêu,hiew1
囈,Nghệ,ŋe6
夔,Quỳ,kwi2
屬,Thuộc,t'uok8
巋,Khuy,xwi1
廱,Ung,uŋ1
懼,Cụ,ku6
懾,Nhiếp,ɲiep7
攜,Huề,hwe2
攝,Nhiếp,ɲiep7
斕,Lan,la:n1
曩,Nẵng,naŋ4
櫺,Linh,liɲ1
櫻,Anh,a:ɲ1
欃,Sàm,ʂa:m2
欄,Lan,la:n1
權,Quyền,kwien2
歡,Hoan,hwa:n1
殲,Tiêm,tiem1
灄,Nhiếp,ɲiep7
灉,Ung,uŋ1
灊,Tiềm,tiem2
灕,Li,li1
爚,Dược,zɯɤk8
爛,Lạn,la:n6
爝,Tước,tɯɤk7
瓔,Anh,a:ɲ1
瓖,Tương,tɯɤŋ1
癧,Lịch,liʧ8
癩,Lại,la:j6
癮,Ẩn,ɤn3
矐,Hoắc,hwak7
矑,Lô,lo1
礮,Pháo,fa:w5
礱,Lung,luŋ1
礴,Bạc,ba:k8
禳,Nhương,ɲɯɤŋ1
禴,Dược,zɯɤk8
竈,Táo,ta:w5
籑,Soạn,ʂwa:n6
纆,Mặc,mak8
纇,Lỗi,loj4
續,Tục,tuk8
纍,Luy,lwi1
纍,Lụy,lwi6
纏,Triền,tʂien2
罍,Lôi,loj1
羼,Sạn,ʂa:n6
耰,Ưu,ɯw1
臝,Lỏa,lwa:3
蘺,Li,li1
蠜,Phàn,fa:n2
蠟,Lạp,la:p8
蠡,Lê,le1
蠡,Lễ,le4
蠡,Lãi,la:j4
蠢,Xuẩn,swɤn3
襯,Sấn,ʂɤn5
覼,La,la:1
覽,Lãm,la:m4
譸,Trù,tʂu2
贑,Cống,koŋ5
贓,Tang,ta:ŋ1
贔,Bí,bi5
趯,Địch,diʧ8
躊,Trù,tʂu2
躋,Tê,te1
躋,Tễ,te4
躍,Dược,zɯɤk8
躑,Trịch,tʂiʧ8
轞,Hạm,ha:m6
轟,Hoanh,hwa:ɲ1
辯,Biện,bien6
酇,Tán,ta:n5
酈,Li,li1
酈,Lịch,liʧ8
醺,Huân,hwɤn1
醻,Trù,tʂu2
鐮,Liêm,liem1
鐲,Trạc,tʂa:k8
鐳,Lôi,loj1
鐵,Thiết,t'iet7
鐶,Hoàn,hwa:n2
鐸,Đạc,da:k8
鐺,Đang,da:ŋ1
鐺,Sanh,ʂa:ɲ1
鑊,Hoạch,hwa:ʧ8
露,Lộ,lo6
霶,Bàng,ba:ŋ2
霸,Bá,ba:5
霹,Phích,fiʧ7
靧,Hối,hoj5
顥,Hạo,ha:w6
顦,Tiều,tiew2
顧,Cố,ko5
飆,Tiêu,tiew1
飜,Phiên,fien1
饘,Chiên,tʂien1
騾,Loa,lwa:1
驂,Tham,t'a:m1
驃,Phiếu,fiew5
驄,Thông,t'oŋ1
驅,Khu,xu1
髒,Tảng,ta:ŋ3
髓,Tủy,twi3
鬖,Tam,ta:m1
鬘,Man,ma:n1
鬫,Hám,ha:m5
鰜,Kiêm,kiem1
鰣,Thì,t'i2
鰥,Quan,kwa:n1
鰨,Tháp,t'a:p7
鰩,Diêu,ziew1
鰭,Kì,ki2
鰱,Liên,lien1
鰲,Ngao,ŋa:w1
鰷,Điều,diew2
鶬,Thương,t'ɯɤŋ1
鶯,Oanh,wa:ɲ1
鶴,Hạc,ha:k8
鶹,Lưu,lɯw1
鶺,Tích,tiʧ7
鶼,Kiêm,kiem1
鷁,Nghịch,ŋiʧ8
鷂,Diêu,ziew1
鷃,Yến,ien5
鷄,Kê,ke1
鷇,Cấu,kɤw5
鹻,Dảm,za:m3
麝,Xạ,sa:6
黮,Đạm,da:m6
黮,Thảm,t'a:m3
黯,Ảm,a:m3
鼙,Bề,be2
齎,Tê,te1
齦,Ngân,ŋɤn1
齦,Khẩn,xɤn3
齧,Niết,niet7
齩,Giảo,ʑa:w3
亹,Mên,men1
亹,Vỉ,vi3
儻,Thảng,t'a:ŋ3
囉,La,la:1
囊,Nang,na:ŋ1
圝,Loan,lwa:n1
孌,Luyến,lwien5
巒,Loan,lwa:n1
巔,Điên,dien1
巖,Nham,ɲa:m1
彎,Loan,lwa:n1
懿,Ý,i5
攢,Toản,twa:n3
攢,Toàn,twa:n2
攤,Than,t'a:n1
氍,Cù,ku2
灑,Sái,ʂa:j5
灘,Than,t'a:n1
玁,Hiểm,hiem3
瓤,Nhương,ɲɯɤŋ1
疊,Điệp,diep8
癬,Tiển,tien3
癭,Anh,a:ɲ1
皭,Tước,tɯɤk7
穰,Nhương,ɲɯɤŋ1
穰,Nhưỡng,ɲɯɤŋ4
竊,Thiết,t'iet7
籙,Lục,luk8
籛,Tiên,tien1
籜,Thác,t'a:k7
籟,Lại,la:j6
籠,Lung,luŋ1
籧,Cừ,kɯ2
糱,Nghiệt,ŋiet8
糴,Địch,diʧ8
纑,Lư,lɯ1
羇,Ki,ki1
聽,Thinh,t'iɲ1
聽,Thính,t'iɲ5
聾,Lung,luŋ1
臞,Cù,ku2
艫,Lô,lo1
蘸,Trám,tʂa:m5
蘼,Mi,mi1
蘿,La,la:1
蠨,Tiêu,tiew1
蠭,Phong,fɔŋ1
襲,Tập,tɤp8
覿,Địch,diʧ8
讀,Độc,dok8
讁,Trích,tʂiʧ7
讎,Thù,t'u2
贖,Thục,t'uk8
贗,Nhạn,ɲa:n6
躐,Liệp,liep8
躒,Lạc,la:k8
躒,Lịch,liʧ8
躓,Chí,tʂi5
躔,Triền,tʂien2
躕,Trù,tʂu2
躗,Vệ,ve6
躚,Tiên,tien1
轡,Bí,bi5
轢,Lịch,liʧ8
邏,La,la:1
邐,Lệ,le6
鑄,Chú,tʂu5
鑌,Tấn,tɤn5
鑑,Giám,ʑa:m5
鑒,Giám,ʑa:m5
鑛,Khoáng,xwa:ŋ5
霽,Tễ,te4
霾,Mai,ma:j1
韁,Cương,kɯɤŋ1
顫,Chiến,tʂien5
饔,Ung,uŋ1
饕,Thao,t'a:w1
驍,Kiêu,kiew1
驕,Kiêu,kiew1
驚,Kinh,kiɲ1
髑,Độc,dok8
體,Thể,t'e3
鬙,Man,ma:n1
鬚,Tu,tu1
鬻,Dục,zuk8
鰵,Mẫn,mɤn4
鰻,Man,ma:n1
鰾,Phiêu,fiew1
鱅,Dong,zɔŋ1
鱉,Miết,miet7
鷓,Chá,tʂa:5
鷖,Ê,e1
鷗,Âu,ɤw1
鷙,Chí,tʂi5
鷞,Sương,ʂɯɤŋ1
鷟,Trạc,tʂa:k8
鷩,Tế,te5
麞,Chương,tʂɯɤŋ1
麟,Lân,lɤn1
黐,Li,li1
黰,Chẩn,tʂɤn3
鼴,Yển,ien3
齪,Xúc,suk7
齬,Ngữ,ŋɯ4
龔,Cung,kuŋ1
龕,Kham,xa:m1
龢,Hòa,hwa:2
巘,Nghiễn,ŋien4
戀,Luyến,lwien5
戄,Quặc,kwak8
攣,Luyên,lwien1
攩,Đảng,da:ŋ3
攪,Giảo,ʑa:w3
攫,Quặc,kwak8
曬,Sái,ʂa:j5
欏,La,la:1
欒,Loan,lwa:n1
瓚,Toản,twa:n3
癯,Cù,ku2
癰,Ung,uŋ1
籤,Thiêm,t'iem1
籥,Thược,t'ɯɤk8
纓,Anh,a:ɲ1
纔,Tài,ta:j2
纕,Tương,tɯɤŋ1
纕,Tương,tɯɤŋ1
纖,Tiêm,tiem1
罐,Quán,kwa:n5
蠱,Cổ,ko3
變,Biến,bien5
讋,Triệp,tʂiep8
讌,Yên,ien1
贏,Doanh,zwa:ɲ1
轤,Lô,lo1
醼,Yến,ien5
鑕,Chất,tʂɤt7
鑞,Lạp,la:p8
鑠,Thước,t'ɯɤk7
鑢,Lự,lɯ6
鑣,Tiêu,tiew1
靆,Đãi,da:j4
靨,Yếp,iep7
韈,Vạt,vɤt8
韤,Vạt,vɤt8
顬,Nhu,ɲu1
顯,Hiển,hien3
饜,Yếm,iem5
驗,Nghiệm,ŋiem6
驛,Dịch,ziʧ8
髕,Tẫn,tɤn4
鬟,Hoàn,hwa:n2
魘,Yểm,iem3
鱒,Tỗn,ton4
鱔,Thiện,t'ien6
鱖,Quyết,kwiet7
鱗,Lân,lɤn1
鷦,Tiêu,tiew1
鷯,Liêu,liew1
鷲,Thứu,t'ɯw5
鷳,Nhàn,ɲa:n2
鷸,Duật,zuɤt8
鹼,Thiêm,t'iem1
鹼,Dảm,za:m3
黴,Mi,mi1
鼇,Ngao,ŋa:w1
鼷,Hề,he2
齏,Tê,te1
齮,Nghĩ,ŋi4
囑,Chúc,tʂuk7
攬,Lãm,la:m4
灞,Bá,ba:5
癲,Điên,dien1
矗,Súc,ʂuk7
籩,Biên,bien1
籬,Li,li1
羈,Ki,ki1
艷,Diễm,ziem4
虆,Luy,lwi1
蠲,Quyên,kwien1
蠵,Huề,hwe2
蠶,Tàm,ta:m2
蠹,Đố,do5
衋,Hực,hɯk8
衢,Cù,ku2
襻,Phán,fa:n5
觀,Quan,kwa:n1
觀,Quán,kwa:n5
讒,Sàm,ʂa:m2
讓,Nhượng,ɲɯɤŋ6
讕,Lan,la:n1
讖,Sấm,ʂɤm5
貛,Hoan,hwa:n1
贛,Cống,koŋ5
贛,Cám,ka:m5
躞,Tiệp,tiep8
醽,Linh,liɲ1
醾,Mi,mi1
釀,Nhưỡng,ɲɯɤŋ4
釂,Tiếu,tiew5
鑪,Lô,lo1
靂,Lịch,liʧ8
靄,Ái,a:j5
靈,Linh,liɲ1
韆,Thiên,t'ien1
顰,Tần,tɤn2
驝,Thác,t'a:k7
驟,Sậu,ʂɤw6
鬢,Tấn,tɤn5
鱟,Hấu,hɤw5
鱠,Khoái,xwa:j5
鱣,Chiên,tʂien1
鱧,Lễ,le4
鱮,Tự,tɯ6
鷫,Túc,tuk7
鷹,Ưng,ɯŋ1
鷺,Lộ,lo6
鷽,Hạc,ha:k8
鷾,Ý,i5
鸂,Khê,xe1
鸇,Chiên,tʂien1
鹽,Diêm,ziem1
黌,Huỳnh,hwiɲ2
齆,Úng,uŋ5
齲,Khủ,xu3
齷,Ác,a:k7
廳,Thính,t'iɲ5
彠,Hoạch,hwa:ʧ8
欖,Lãm,la:m4
欛,Bá,ba:5
欝,Uất,wɤt7
灣,Loan,lwa:n1
籮,La,la:1
糶,Thiếu,t'iew5
纘,Toản,twa:n3
纚,Sỉ,ʂi3
纛,Độc,dok8
纛,Đạo,da:w6
臠,Luyến,lwien5
臡,Nê,ne1
蠻,Man,ma:n1
觿,Huề,hwe2
讙,Hoan,hwa:n1
豒,Trật,tʂɤt8
躡,Niếp,niep7
鑰,Thược,t'ɯɤk8
鑱,Sàm,ʂa:m2
鑲,Tương,tɯɤŋ1
鑵,Quán,kwa:n5
靉,Ái,a:j5
韉,Tiên,tien1
顱,Lô,lo1
饞,Sàm,ʂa:m2
鬣,Liệp,liep8
鱨,Thường,t'ɯɤŋ2
鱭,Tễ,te4
鸋,Ninh,niɲ1
鸎,Oanh,wa:ɲ1
鸑,Nhạc,ɲa:k8
鼈,Miết,miet7
鼉,Đà,da:2
齇,Tra,tʂa1
灤,Loan,lwa:n1
矚,Chúc,tʂuk7
籯,Doanh,zwa:ɲ1
籰,Dược,zɯɤk8
讚,Tán,ta:n5
趲,Toản,twa:n3
躧,Sỉ,ʂi3
釁,Hấn,hɤn5
釃,Si,ʂi1
釅,Nghiệm,ŋiem6
鑴,Huề,hwe2
鑷,Nhiếp,ɲiep7
顴,Quyền,kwien2
驢,Lư,lɯ1
驥,Kí,ki5
鱵,Châm,tʂɤm1
黶,Yểm,iem3
灨,Cám,ka:m5
纜,Lãm,la:m4
讜,Đảng,da:ŋ3
讞,Nghiện,ŋien6
躩,Quặc,kwak8
躩,Khước,xɯɤk7
鑼,La,la:1
鑽,Toàn,twa:n2
鑽,Toản,twa:n3
鑾,Loan,lwa:n1
顳,Nhiếp,ɲiep7
驤,Tương,tɯɤŋ1
驩,Hoan,hwa:n1
鬮,Cưu,kɯw1
鱸,Lư,lɯ1
鸕,Lô,lo1
黷,Độc,dok8
戇,Tráng,tʂa:ŋ5
豔,Diễm,ziem4
鑿,Tạc,ta:k8
钁,Quắc,kwak7
鸚,Anh,a:ɲ1
鸛,Quán,kwa:n5
爨,Thoán,t'wa:n5
讟,Độc,dok8
驘,Loa,lwa:1
驪,Li,li1
鬱,Uất,wɤt7
鸜,Cù,ku2
鱺,Li,li1
鸝,Li,li1
鸞,Loan,lwa:n1
灩,Diễm,ziem4
籲,Dụ,zu6
鱻,Tiên,tien1
麤,Thô,t'o1
